"id","activity","description","longitude","latitude"
255,"Inactive","M60/9490B Anti-clockwise",-2.13687753067314,53.4594812649808
256,"Active","M2/8647L Westbound",0.664549892153882,51.3275841138073
257,"Inactive","M1/3862B Southbound",-1.29793892249536,52.8523632487298
258,"Inactive","M1/4540A Northbound",-1.32073908247231,53.3985863335823
259,"Active","A2/8378L Westbound",0.363332765953212,51.4140020755403
260,"Active","M6/5854A Northbound",-1.88198410439311,52.5230793590769
261,"Inactive","M60/9181A Clockwise",-2.37272541396797,53.4745098048753
262,"Active","M5/7966B Northbound",-2.28159298894549,51.801254010593
263,"Active","A1M/9724A Northbound",-1.36970069363956,53.9564054293291
264,"Active","M56/8167B Eastbound",-2.33175627318747,53.3580489584681
265,"Active","M4/3815A Westbound",-2.51656124226125,51.510452230583
266,"Active","A1M/9611B Southbound",-1.35293905676459,53.8754257785431
267,"Inactive","A11/0037B Southbound",0.463162224842991,52.2819795836136
268,"Active","M62/1891A Eastbound",-1.83537386828866,53.6708953932222
269,"Active","M25/4342B Anti-clockwise",0.03545315461116,51.2721940286867
270,"Active","M6/5848A Northbound",-1.87519905859577,52.5197550360459
271,"Active","M6/7494J Northbound",-2.63620689688748,53.7611955292606
272,"Inactive","M1/4271B Southbound",-1.32292650659993,53.1844918981919
273,"Active","M6/5865B Southbound",-1.89539837781073,52.5283781868119
274,"Active","M1/5017A Northbound",-1.51358621241516,53.7402300251379
275,"Active","M1/2389A Northbound",-0.416363607740199,51.7637580207513
276,"Active","M42/6241A Northbound",-1.88222269567083,52.355055192733
277,"Active","M65/4011A Eastbound",-2.6641217001177,53.7163371349855
278,"Active","M6/5959L Southbound",-2.00566089732317,52.5675931613833
279,"Active","M25/4909A Clockwise",-0.517796028288987,51.4598329267908
280,"Active","M62/1999A Eastbound",-1.73141845646203,53.7308658303144
281,"Inactive","M1/4172J Northbound",-1.31919779395564,53.0985535007391
282,"Active","A627M/6253B Southbound",-2.16535726535783,53.594944647185
283,"Active","M6/5870B Southbound",-1.89931114633885,52.5319146849386
284,"Active","M56/8072A Clockwise",-2.23202941732921,53.3981670320413
285,"Active","M6/6028A Northbound",-2.03959957872015,52.6236563345237
286,"Active","M1/2547A Northbound",-0.470337832442414,51.8957894067798
287,"Active","M54/3130A Westbound",-2.0861488770779,52.6397499952241
288,"Active","M25/4087A Clockwise",0.238701011720512,51.4266843071119
289,"Active","M4/3691B Eastbound",-2.34530719457024,51.5018293036151
290,"Active","M25/5785B Anti-clockwise",0.28972753805945,51.5575025606103
291,"Inactive","M1/3734B Southbound",-1.27827060182686,52.7424182644163
292,"Inactive","M1/4386A Northbound",-1.29849728884505,53.28119126719
293,"Active","A1M/9625B Southbound",-1.36122708086549,53.8865162340038
294,"Inactive","M1/3450A Northbound",-1.18189585156456,52.5118557360501
295,"Inactive","M5/9042A Southbound",-3.04148646606496,51.035655604453
296,"Active","M25/4348B Anti-clockwise",0.027278377015808,51.2701775313477
297,"Active","M61/2320B Southbound",-2.63137360736936,53.7080202691013
298,"Active","M1/2386K Northbound",-0.417378952746405,51.7608313283626
299,"Inactive","M5/7081B Northbound",-2.01238277702171,52.499287225501
300,"Active","M1/3768A Northbound",-1.27693119441709,52.7723819976353
301,"Active","M4/3599A Westbound",-2.22020407049098,51.5121571950248
302,"Active","M56/8179A Westbound",-2.35014205213159,53.3574661217149
303,"Active","M25/4094A Clockwise",0.234001625259545,51.4211804504451
304,"Active","M25/4136M Anti-clockwise",0.195040740207443,51.3909796838763
305,"Active","M6/5895A Northbound",-1.92230542370332,52.5499568189382
306,"Active","M6/6032A Northbound",-2.04391548534789,52.6261359779008
307,"Active","M65/4014K Eastbound",-2.65886714474279,53.7155841534962
308,"Active","M25/4976A Clockwise",-0.499147171238542,51.518828246537
309,"Active","M25/5441B Anti-clockwise",-0.091155169391442,51.689538071757
310,"Active","A1M/9585M Southbound",-1.34521037980284,53.8541004563804
311,"Active","A1M/9661B Southbound",-1.38528228255034,53.9165172285898
312,"Active","A1M/9757B Southbound",-1.36269985910522,53.9847879191227
313,"Active","M40/9226M Southbound",-1.31087990274325,52.0695771380086
314,"Active","M4/3364B Eastbound",-1.9001821881738,51.558711212036
315,"Active","M25/4912A Clockwise",-0.514408009615893,51.4630992664054
316,"Active","M5/7978A Southbound",-2.29397186278591,51.7936351260006
317,"Active","M20/6555B2 Westbound",0.497660912761825,51.2965377449412
318,"Active","M6/5924B Southbound",-1.96213725353051,52.5514683664181
319,"Active","M4/3367B Eastbound",-1.90433509267093,51.5594070005984
320,"Inactive","M6/6844B Southbound",-2.40082907891579,53.2670770227675
321,"Inactive","M1/3210B Southbound",-1.120726510726,52.305473636106
322,"Active","M11/6280B Southbound",0.144236505500228,51.7150643196301
323,"Inactive","M62/1325B Westbound",-2.51318148469931,53.433926972232
324,"Inactive","M1/3247A Northbound",-1.1484588902544,52.334662137663
325,"Active","M25/5709B Anti-clockwise",0.248812079218436,51.6188981825403
326,"Active","A1M/9460A Northbound",-1.27958085968574,53.7592949322694
327,"Active","A14/1852J Eastbound",1.10922607315467,52.065310393326
328,"Active","M62/2072A Eastbound",-1.63705507176319,53.7476050848791
329,"Active","M1/5026A Northbound",-1.51765244590247,53.7479222613884
330,"Active","M56/8123A Westbound",-2.28360776923083,53.3770671199482
331,"Active","M4/3138A Westbound",-1.59324172374635,51.5042884274317
332,"Active","M1/2557A Northbound",-0.477340348677637,51.9035948658987
333,"Active","M6/5834J Northbound",-1.86283732455155,52.5093847346429
334,"Active","M25/5067A Clockwise",-0.530009153318366,51.6019465488085
335,"Inactive","M2/8534B Westbound",0.51595004608676,51.3290273558901
336,"Active","M5/7466A Southbound",-2.16907774041995,52.1893802754711
337,"Inactive","M62/1300A Eastbound",-2.54879135862157,53.4278273452854
338,"Active","A1M/9579M Westbound",-1.34293179962903,53.8500972726575
339,"Inactive","M42/6542B Southbound",-1.71830360964445,52.5471851074161
340,"Inactive","A1M/2052B Southbound",-0.2536661395896,52.3578396734721
341,"Active","M5/7038A Southbound",-1.97029720375583,52.5223345085487
342,"Active","M65/4032B Westbound",-2.63345143160375,53.7182468060838
343,"Active","A1M/9462M Southbound",-1.28028012931614,53.7609799000623
344,"Active","A1M/9636A Northbound",-1.36902085089691,53.8953475325098
345,"Inactive","M4/2193A Westbound",-0.375300441302101,51.4890312047756
346,"Inactive","M5/7442A Southbound",-2.15910225988853,52.2100454027278
347,"Active","M40/8760B Southbound",-1.05872008135971,51.7250945009978
348,"Active","A1M/9528A Northbound",-1.33833804666522,53.8039445626226
349,"Active","M4/3503A Westbound",-2.08210202246887,51.514583943051
350,"Inactive","M4/2576L Eastbound",-0.860216871378594,51.4283231253591
351,"Active","M5/7152A Southbound",-2.01760143555084,52.4377856512665
352,"Active","M1/2545A Northbound",-0.470020335501889,51.8940139592118
353,"Active","A14/2005L Westbound",1.25747205111676,52.0239759350329
354,"Active","M20/6576L Westbound",0.52824031234738,51.2951529289686
355,"Active","M25/4265M Clockwise",0.140541199401018,51.2900328388418
356,"Inactive","M1/4505M Southbound",-1.27761998425747,53.3852821043586
357,"Inactive","M1/4184A Northbound",-1.3294650687593,53.1086707750388
358,"Active","M61/5222B Southbound",-2.3789719273815,53.5313329596478
359,"Inactive","M1/3628B Southbound",-1.25301685953988,52.6582156794372
360,"Active","M20/6587J Eastbound",0.540644948617073,51.2904144920154
361,"Active","M56/8087J Westbound",-2.25359615770664,53.3956422753991
362,"Active","M62/1987B Westbound",-1.74138783316494,53.7216479350698
363,"Active","M4/3526M Eastbound",-2.11575339362958,51.5153465825686
364,"Active","M6/7307A Northbound",-2.69110580573104,53.6023204587755
365,"Active","M6/5900B Southbound",-1.92790478297635,52.5528101248686
366,"Inactive","M6/6653B Southbound",-2.34032362035559,53.1034066361211
367,"Active","M1/4696A Northbound",-1.46852510843552,53.4872433537413
368,"Inactive","A20/7216A Eastbound",1.3076366405791,51.1182458453481
369,"Active","M1/2704A Northbound",-0.571000807552466,52.0184317305207
370,"Inactive","M62/1614L Westbound",-2.20402649295785,53.5773216750536
371,"Active","M1/5143B Southbound",-1.39572732716523,53.8023414656259
372,"Active","M6/7466L Southbound",-2.65003575027105,53.7383095055794
373,"Inactive","M1/3954L Southbound",-1.2982608249414,52.9319402658599
374,"Active","M42/6448B Southbound",-1.70998767301146,52.4664341416876
375,"Inactive","A14/1795A Eastbound",1.10503161767013,52.1135474795206
376,"Active","M1/2350L Southbound",-0.391804061015938,51.7335073310863
377,"Inactive","M2/8575B Westbound",0.570547230505855,51.3308906918092
378,"Active","M62/2156A Eastbound",-1.52418400287132,53.7334954815118
379,"Active","M4/3838B5 Eastbound",-2.53072337119307,51.5288219365196
380,"Active","M42/6209B Southbound",-1.9292320870319,52.3576729439261
381,"Active","A1M/9650B Southbound",-1.38128764737492,53.9086503678902
382,"Inactive","M1/3456B Southbound",-1.17816500991811,52.5167565459947
383,"Active","M4/3546B Eastbound",-2.14412013086552,51.5125815033415
384,"Active","M6/7030L Southbound",-2.5121681076369,53.4009613195605
385,"Inactive","M4/2669A Westbound",-0.985865925139505,51.4169697647782
386,"Active","M62/2034A Eastbound",-1.69279116470889,53.742089241782
387,"Active","M1/2456L Southbound",-0.417428722135551,51.8231730710364
388,"Active","M25/4381B Anti-clockwise",-0.018911032344814,51.2682164261205
389,"Active","M69/8105L Southbound",-1.35768615462692,52.5157803583147
390,"Inactive","A14/1128A Eastbound",0.304076854007462,52.2156632260931
391,"Active","M60/9537A Clockwise",-2.13420874082051,53.4205281349868
392,"Inactive","M6/6640A Northbound",-2.34356370816554,53.0920171071714
393,"Inactive","M6/6461B Southbound",-2.22644780532267,52.9750978708527
394,"Active","M62/2182L Westbound",-1.48608127255603,53.727972230327
395,"Active","M1/2542A Northbound",-0.4694901101902,51.8912287111592
396,"Active","M1/4519L Northbound",-1.28892548301966,53.396163441815
397,"Inactive","M600/1094B Southbound",-1.6787230181924,52.4765127381028
398,"Active","M1/4154B Southbound",-1.30167684759043,53.0867028548605
