"id","activity","description","longitude","latitude"
3102,"Active","M32/5035A Northbound",-2.56048669523205,51.4814953017224
3103,"Active","M42/6482B Southbound",-1.71750022940244,52.4977558178224
3104,"Active","M62/2168A Eastbound",-1.50670341722676,53.7298115999675
3105,"Active","M4/3084B Eastbound",-1.53552123650301,51.4733585346176
3106,"Active","A1M/9410A Northbound",-0.207177355982094,51.8358280617733
3107,"Active","A1M/9543B Southbound",-1.3386437083759,53.8192711561952
3108,"Active","MIDAS Site at M20/6599L Westbound",0.55720580606709,51.287985353601
3109,"Active","M1/2606M Southbound",-0.501497278711332,51.9469121717263
3110,"Active","M1/2346L Southbound",-0.390569666280612,51.7299294932575
3111,"Active","M60/9116A Clockwise",-2.31589365871883,53.437461456435
3112,"Active","A1M/9530B Southbound",-1.33864832784195,53.8054562900451
3113,"Inactive","M4/2471A Westbound",-0.748653987854518,51.4888541779552
3114,"Active","M65/4057A Eastbound",-2.59566749187385,53.7166879260489
3115,"Active","M40/9233K Northbound",-1.31562223065279,52.0752510280729
3116,"Active","M25/4076A Clockwise",0.239092840478862,51.4364611762348
3117,"Inactive","M5/7471B Northbound",-2.17073012473355,52.1854130489226
3118,"Inactive","A14/0406B Westbound",-0.640329488305839,52.3810102350486
3119,"Inactive","M42/6638B Southbound",-1.63384196111391,52.6136150194259
3120,"Active","M1/4030A Northbound",-1.23651752401914,52.988031639892
3121,"Active","M69/8238B Southbound",-1.21677487860601,52.595582486186
3122,"Active","A2/8312J Eastbound",0.276099184043496,51.430927550418
3123,"Inactive","M1/4612A Northbound",-1.41072945305849,53.4218859169147
3124,"Active","M6/5795B Southbound",-1.80844012047372,52.5088327589291
3125,"Active","M6/5822B Southbound",-1.84749921311244,52.5050506843127
3126,"Inactive","M1/4240A Northbound",-1.32641115650594,53.1569065928182
3127,"Active","M60/9478J Clockwise",-2.1372866948771,53.4695657825835
3128,"Inactive","MIDAS Site at M20/6635B Westbound",0.600213319441462,51.2720810511466
3129,"Active","M1/2363B Southbound",-0.400326629072658,51.7435423260218
3130,"Active","M25/5381B Anti-clockwise",-0.172993530709145,51.6857957871513
3131,"Inactive","M1/4337M Southbound",-1.3321397237897,53.2426308350388
3132,"Active","M25/4854B Anti-clockwise",-0.540208845836421,51.4142438435395
3133,"Active","M5/7808A Southbound",-2.15166724063093,51.9047560036036
3134,"Inactive","M6/6615K Northbound",-2.33518465341497,53.0706199734776
3135,"Active","M4/3175B Eastbound",-1.64296501518487,51.5151410567867
3136,"Inactive","M1/4567A Northbound",-1.36047422184202,53.3965399480479
3137,"Active","M25/5304B Anti-clockwise",-0.267415817888048,51.7138804641436
3138,"Inactive","M4/2197B Eastbound",-0.381058794491951,51.4883105845518
3139,"Inactive","M62/1286B Westbound",-2.56886114901432,53.4239671148034
3140,"Inactive","M5/7260B Northbound",-2.0701367346667,52.3575734623473
3141,"Active","MIDAS Site at M20/6595A Eastbound",0.551566699889802,51.287946540739
3142,"Active","M5/8355M Northbound",-2.60457417196163,51.5298397561993
3143,"Active","M6/6604B Southbound",-2.33171909581333,53.0605259129923
3144,"Inactive","M1/4214B Southbound",-1.32956372855915,53.1340384409982
3145,"Active","M25/5123J Clockwise",-0.496902838371714,51.6533942719497
3146,"Active","M5/8319J Southbound",-2.56390662951287,51.5484666135751
3147,"Active","M1/2633A Northbound",-0.523202039448537,51.9647651226729
3148,"Active","A1M/9628B Southbound",-1.36345931254397,53.8888020072419
3149,"Inactive","M4/2295A4 Westbound",-0.520379557723297,51.4930115367112
3150,"Active","M62/2017B Westbound",-1.71670289122369,53.7440804560178
3151,"Active","M25/4475B Anti-clockwise",-0.145727409999975,51.2655913558078
3152,"Active","M42/6370A Northbound",-1.74800129008542,52.405676443802
3153,"Active","M25/5847J Clockwise",0.26791708472916,51.5038952469202
3154,"Active","M1/4124B Southbound",-1.27221850414915,53.0663270747748
3155,"Inactive","M1/3681B Southbound",-1.29227346177609,52.69633974243
3156,"Active","M25/5142A Clockwise",-0.487308467091719,51.6706351283999
3157,"Inactive","M25/4378A Clockwise",-0.014816768973879,51.2687496020356
3158,"Inactive","A20/7224A Eastbound",1.32515053414481,51.1256917580957
3159,"Active","M4/3498B Eastbound",-2.07553181799585,51.515307699307
3160,"Inactive","M5/7087J Southbound",-2.01693269381828,52.4946028697262
3161,"Active","M40/8970M Southbound",-1.19580160703919,51.8668361862639
3162,"Active","M62/2170L Westbound",-1.50418046089576,53.7291001048391
3163,"Active","A14/2028B Westbound",1.28142753936493,52.0098640756233
3164,"Inactive","M42/6736A Northbound",-1.55044029155611,52.6846618213246
3165,"Active","M56/5102B Eastbound",-2.26960747919259,53.3949779322388
3166,"Inactive","M6/7171A Northbound",-2.65641728401047,53.492576419331
3167,"Active","M3/2126A Westbound",-1.35763882228585,50.9958912485804
3168,"Inactive","M6/6897A Northbound",-2.41462717245791,53.3108953426407
3169,"Inactive","M4/2604B Eastbound",-0.898745309421615,51.4232240249092
3170,"Active","M25/5785L Anti-clockwise",0.289744207143795,51.5575472010226
3171,"Active","M1/2347A Northbound",-0.391314991674752,51.7309648105161
3172,"Active","M42/6252A Northbound",-1.866770568495,52.3522071962168
3173,"Active","M5/9092B Northbound",-3.08172561574045,50.9990952284163
3174,"Active","M42/6514A Northbound",-1.72885257574554,52.5248423246984
3175,"Active","M1/3548J Northbound",-1.19531826276749,52.598333323055
3176,"Inactive","M40/8967K Northbound",-1.21565984618311,51.8582217219816
3177,"Active","M1/3945L Southbound",-1.3001132194006,52.9240763709999
3178,"Inactive","M1/4667A Northbound",-1.45003553571108,53.4638163703622
3179,"Active","M25/5672B Anti-clockwise",0.210965573537144,51.6418122647116
3180,"Active","M25/5599L Southbound",0.122197999111012,51.6759948828885
3181,"Inactive","M4/2709B Eastbound",-1.04042515635324,51.4266636304336
3182,"Active","A1M/9564A Northbound",-1.33905768391044,53.8354612149232
3183,"Inactive","A14/2098A Eastbound",1.32186427786979,51.9642980572252
3184,"Active","M40/9675A Northbound",-1.77481815468825,52.3350141862399
3185,"Active","M25/5437A Clockwise",-0.096712421540176,51.6901948434576
3186,"Active","M25/5606A Clockwise",0.135459779233536,51.6768786481741
3187,"Active","A194M/9537A Northbound",-1.55984949116873,54.9018318825483
3188,"Active","A14/1895B Westbound",1.10802365850041,52.0326488381744
3189,"Inactive","M4/2298B Eastbound",-0.524649511241681,51.4932721523246
3190,"Active","M11/6237K Northbound",0.125388502896453,51.6801908841039
3191,"Active","A1M/9760A Northbound",-1.36309788358386,53.9876840944286
3192,"Active","M25/4947B Anti-clockwise",-0.494770092386531,51.4911659420958
3193,"Active","M4/3864M Eastbound",-2.54954785749885,51.5489304725036
3194,"Active","M6/6000B Southbound",-2.01759542176664,52.6022209548168
3195,"Inactive","M42/6699B Southbound",-1.58179203299397,52.6576724834038
3196,"Active","M602/6007A Eastbound",-2.37384365308371,53.4886004550224
3197,"Active","M25/5821A Clockwise",0.276294117378493,51.5262519502062
3198,"Active","M3/2139B Eastbound",-1.36422535722133,50.985235118608
3199,"Active","M1/3966B Southbound",-1.28514811743374,52.9395302335592
3200,"Inactive","M1/3033A Northbound",-0.932312142208493,52.2062897595632
3201,"Active","M6/5356A Northbound",-1.22141610605296,52.4064863345953
3202,"Active","A2/8305A Eastbound",0.266567722622643,51.4287470724177
3203,"Inactive","M1/2223B Southbound",-0.312792192806628,51.6385024102781
3204,"Active","A1M/9602B Southbound",-1.34817159687029,53.8690006199397
3205,"Inactive","M60/9272A Clockwise",-2.32044200776861,53.5299860672488
3206,"Inactive","M5/7100B Northbound",-2.02467419178827,52.4840921813771
3207,"Active","M6/7101A Northbound",-2.58971266428721,53.4453395012573
3208,"Inactive","M1/2978B Southbound",-0.872888900571422,52.1735940033647
3209,"Active","M4/3205B Eastbound",-1.68141902612536,51.5268505865875
3210,"Active","M1/2331B Southbound",-0.385299553843314,51.7172681401571
3211,"Active","M60/9465L Anti-clockwise",-2.12260649249632,53.4773478507486
3212,"Active","M25/5250A Clockwise",-0.35128757259581,51.7099078714444
3213,"Active","A1M/9902B Southbound",-1.41475459730475,54.1093427060046
3214,"Active","M55/5258J Eastbound",-2.70020127083479,53.8083947233568
3215,"Inactive","M4/2586B Eastbound",-0.873271988262727,51.4244477464581
3216,"Inactive","M25/4543A Clockwise",-0.236887613495297,51.2623859907707
3217,"Inactive","M1/4551B Southbound",-1.33834490432433,53.3989455577975
3218,"Active","M25/4274K Anti-clockwise",0.12844363250708,51.2877173158206
3219,"Inactive","A14/0045B Westbound",-1.11469513978094,52.3931935161112
3220,"Inactive","M6/6348A Northbound",-2.16745987966774,52.8827486520606
3221,"Active","M6/7008A Northbound",-2.50545018241536,53.3824010478386
3222,"Active","M62/1957A Eastbound",-1.75023117864024,53.6970931253949
3223,"Active","M6/6020B Southbound",-2.03145635372412,52.6182739161636
3224,"Active","M25/5800A Clockwise",0.282850682481382,51.5446324802009
3225,"Active","M1/4730B Southbound",-1.49025275157205,53.5140247395661
3226,"Inactive","M1/4602A Northbound",-1.40191115511905,53.4133205092485
3227,"Active","M62/2096B Westbound",-1.61221444755452,53.7330292945496
3228,"Active","M20/7095K Eastbound",1.15641772369274,51.0958820217729
3229,"Active","M4/3526A Westbound",-2.11621381299322,51.51505839353
3230,"Active","M60/9513A Clockwise",-2.13047405590888,53.4392373872897
3231,"Active","M6/6969J Northbound",-2.49884133684302,53.3482624632908
3232,"Active","A1M/2067B Southbound",-0.252690256390412,52.3710426943678
3233,"Active","M25/5474L Anti-clockwise",-0.044632567720983,51.6826488074782
3234,"Active","M25/5177J Clockwise",-0.447084292377749,51.6907120796707
3235,"Inactive","M23/3431A Southbound",-0.135119508267571,51.1571006349754
3236,"Active","M25/4455A Clockwise",-0.120432804148046,51.2622829227434
3237,"Inactive","M1/3044A Northbound",-0.946054867541417,52.2099557770213
3238,"Active","M4/3718B Eastbound",-2.38371391718547,51.4980861433661
3239,"Active","M40/9399L Southbound",-1.45853738785424,52.1927050636285
3240,"Active","M4/3618A Westbound",-2.24668236551411,51.5161146155069
3241,"Active","M25/4265A Clockwise",0.14021273899758,51.2903715956917
3242,"Active","M25/5656A Clockwise",0.194558828211204,51.6519582127697
3243,"Active","M20/6550B2 Westbound",0.493156505189156,51.2957433810695
3244,"Inactive","M1/2965B Southbound",-0.859549819750709,52.1651041029564
3245,"Inactive","M27/9248B Westbound",-1.31662994029055,50.9190506368575
3246,"Active","M25/5727K Clockwise",0.265451588491702,51.6063744725956
3247,"Active","M25/5206B Anti-clockwise",-0.421141846430436,51.7131790038135
3248,"Active","M4/3238K Westbound",-1.72884270643428,51.5270236693485
3249,"Active","M11/6690M Southbound",0.186918245988567,52.0617507765649
3250,"Active","A1M/7185B Southbound",-1.56682827322592,54.3010639174893
3251,"Inactive","M1/5074A Northbound",-1.4703784344336,53.7762778173019
3252,"Active","A1M/9503A Northbound",-1.32185348779522,53.7857144368797
3253,"Active","A1M/7191J Northbound",-1.57078151353323,54.3051043099754
3254,"Active","M56/8139A Westbound",-2.29540470443465,53.3636724315911
3255,"Inactive","M1/3182B Southbound",-1.10031474695348,52.2835358996844
3256,"Active","M4/3428A Westbound",-1.98346350950271,51.5402919400175
3257,"Active","MIDAS Site at M20/6563B1 Westbound",0.51265440246498,51.2986902196108
3258,"Active","M62/1758K Eastbound",-2.01603521677438,53.6303537138527
3259,"Active","M1/2516B Southbound",-0.444189704601273,51.8739835256556
3260,"Active","M11/6309B Southbound",0.136927090551154,51.7405661759827
3261,"Active","A2/8375A Eastbound",0.359875920838177,51.4155735652482
3262,"Active","M6/7421A Northbound",-2.6773677148823,53.7033109865511
3263,"Inactive","M25/4607B Anti-clockwise",-0.308255562987674,51.2951200255957
3264,"Inactive","M60/9138B Anti-clockwise",-2.3398882145079,53.4469771471883
3265,"Active","A14/0278B Westbound",-0.786195281580187,52.4131388704166
3266,"Active","M25/5825B Anti-clockwise",0.273975616408769,51.5231223269373
3267,"Active","M5/8338A Southbound",-2.58698145245422,51.5394782730871
3268,"Inactive","M20/6545J Eastbound",0.488358187764567,51.2961422730846
3269,"Inactive","M60/9267A Clockwise",-2.32724909544151,53.5284666410722
3270,"Active","M62/2064B Westbound",-1.64918172797976,53.7462840186641
3271,"Active","A2/8347B Westbound",0.325239596171073,51.4288206025837
3272,"Active","M25/4120J Clockwise",0.209348437250311,51.4033105024246
3273,"Active","M6/5726A Northbound",-1.73096931135163,52.4895969790626
3274,"Active","M4/3559A Westbound",-2.1628152256581,51.5099493421139
3275,"Active","M42/6195K Northbound",-1.94625960371606,52.3621142579688
3276,"Active","M6/7580B Southbound",-2.71409423516423,53.8189996979684
3277,"Active","M5/8308J Westbound",-2.54881186965001,51.551289758032
3278,"Active","M1/3598B Southbound",-1.22141718987332,52.6394302140599
3279,"Active","M25/5390A Clockwise",-0.160625031762419,51.6875630095376
3280,"Active","M25/5300B Anti-clockwise",-0.273397814964025,51.7156862420953
3281,"Active","M1/4014A Northbound",-1.25188399276121,52.9771804697656
3282,"Active","M25/5489A Clockwise",-0.023276204480576,51.681428091704
3283,"Active","M1/4704J Northbound",-1.47260319473679,53.4937960945565
3284,"Active","M1/4500A Northbound",-1.27837427417769,53.3815743037608
3285,"Inactive","M1/2840A Northbound",-0.741925950777919,52.0793448772578
3286,"Active","A2/8397L Westbound",0.387660083291115,51.4075376543715
3287,"Active","M6/6977K Northbound",-2.50706979507462,53.3542861040779
3288,"Inactive","M6/7030A Northbound",-2.51272143081113,53.4006982658783
3289,"Active","M60/9510A Clockwise",-2.13197297976851,53.4420311966118
3290,"Inactive","M6/6697B Southbound",-2.33679025305555,53.1405864860619
3291,"Active","A2/8331A Eastbound",0.303067444693707,51.4304906131118
3292,"Inactive","A14/1456B Westbound",0.725150008916517,52.2459517594489
3293,"Active","M1/2434B Southbound",-0.41387512773791,51.8037206307166
3294,"Active","M25/5312A Clockwise",-0.258102909731124,51.7083651329127
3295,"Inactive","M1/3675A Northbound",-1.29043511717851,52.6901707042295
3296,"Inactive","M1/4556B Southbound",-1.3452943443322,53.3988758907592
3297,"Active","M62/1682K Eastbound",-2.11032065245304,53.6027381962911
3298,"Active","M25/5721M Anti-clockwise",0.259444988176412,51.6104831087124
3299,"Active","M6/5857A Northbound",-1.88528093215008,52.524844666329
3300,"Active","M40/9398M Southbound",-1.45733034785529,52.1921151530731
3301,"Inactive","M4/2233B Eastbound",-0.430592305489675,51.4938222435894
3302,"Active","M1/5057L Southbound",-1.48539895039621,53.7640296243241
3303,"Inactive","M42/6684A Northbound",-1.59453152875107,52.6468750989279
3304,"Inactive","M1/4632B Southbound",-1.43001258910253,53.4359835288821
3305,"Active","M25/4832M Anti-clockwise",-0.53458757445154,51.3961980787797
3306,"Inactive","M1/4348B Southbound",-1.32632787992078,53.2520738378104
3307,"Active","M25/5697B Anti-clockwise",0.23475778000554,51.6251021991521
3308,"Active","M1/2547L Southbound",-0.470002787077188,51.8958120295522
3309,"Active","M25/4435B Anti-clockwise",-0.089685839895701,51.2574679815668
3310,"Active","M62/2142A Eastbound",-1.54478569089082,53.7333954070324
3311,"Active","M60/9030B Anti-clockwise",-2.21809818968777,53.4002607898306
3312,"Active","M1/4734B Southbound",-1.48856613430191,53.5175949726502
3313,"Inactive","M1/4588A Northbound",-1.38934150915457,53.4043758881812
3314,"Inactive","M42/6688B Southbound",-1.59141657688285,52.6496692061231
3315,"Inactive","M1/3309A Northbound",-1.17076163834694,52.3883407227497
3316,"Inactive","M1/3627A Northbound",-1.25084399728927,52.6573299495016
3317,"Inactive","M6/6720B Southbound",-2.35283819249973,53.161583260205
3318,"Inactive","M1/4535B Southbound",-1.31308591018511,53.3984617817363
3319,"Active","M25/4854A Clockwise",-0.540608467135374,51.4143387467431
3320,"Inactive","M1/3090B Southbound",-1.00777944628227,52.2286253074736
3321,"Active","M25/5419B Anti-clockwise",-0.120898724703964,51.6882195953169
3322,"Active","M25/4134A Clockwise",0.197593216268307,51.393548906068
3323,"Active","M25/4583A Clockwise",-0.275724561822482,51.2886021216469
3324,"Active","M60/9458A Clockwise",-2.115613943922,53.4822985084793
3325,"Active","A1M/2194B Southbound",-0.286086655732765,52.4827626334182
3326,"Active","M602/6037B Westbound",-2.33060084634068,53.4861307012917
3327,"Active","M1/3598M Southbound",-1.22117791186672,52.6395904607328
3328,"Active","M4/3232M Eastbound",-1.71982235692827,51.5264629718371
3329,"Active","M6/7075B Southbound",-2.56152763417358,53.4292961485639
3330,"Inactive","M1/2733A Northbound",-0.612262536359086,52.0286447991679
3331,"Active","M1/2377B Southbound",-0.413696923123277,51.7530216748447
3332,"Inactive","M4/2684A Westbound",-1.00668380058371,51.4205379619561
3333,"Active","A1M/9396B Southbound",-1.27953509372529,53.7069294816884
3334,"Active","M60/9468A Clockwise",-2.1259601953843,53.4752320678645
3335,"Inactive","M4/2573K Westbound",-0.856994926420853,51.429478746099
3336,"Active","M6/7130B Southbound",-2.61982997307176,53.463316705989
3337,"Active","M6/7056B Southbound",-2.54241871899117,53.4166568130551
3338,"Inactive","A14/1990A Eastbound",1.23887804381414,52.0263239803842
3339,"Active","M6/7496A Northbound",-2.6359152994541,53.7629767221726
3340,"Active","M25/4097L Anti-clockwise",0.231021705115369,51.4196544989415
3341,"Inactive","M5/7345J Southbound",-2.12044563123166,52.2894685920315
3342,"Active","M1/3516B Southbound",-1.1922251430937,52.5697601978108
3343,"Active","M40/8506M Southbound",-0.766865591336037,51.6128655763235
3344,"Active","M62/2317B Westbound",-1.29998196152403,53.7108706315462
3345,"Active","M20/7055K Eastbound",1.10133286900659,51.0939022377981
3346,"Active","M25/7106M Anti-clockwise",-0.502792848005779,51.4744708407055
3347,"Active","M6/5947B Southbound",-1.98885758462834,52.5633405164568
3348,"Active","M6/6067J Northbound",-2.06307367002042,52.655379921739
3349,"Active","M4/3537B Eastbound",-2.13147319302479,51.5144037646526
3350,"Active","M25/5622B Anti-clockwise",0.154508371046141,51.668625917039
3351,"Inactive","M4/2566A Westbound",-0.849981388926445,51.4338343425458
3352,"Active","A1M/9520B Southbound",-1.32930159597775,53.799301497741
3353,"Inactive","M4/2269A Westbound",-0.482927598161912,51.4942505200255
3354,"Active","M25/4271A Clockwise",0.132139548293582,51.288243615543
3355,"Active","M62/2159K Eastbound",-1.51848148085522,53.7324121351725
3356,"Active","M4/3723A Westbound",-2.39084272737901,51.4978377825397
3357,"Active","M1/2624J Northbound",-0.516767987512881,51.9577157160824
3358,"Active","M1/5179B Southbound",-1.34347083357531,53.8078016875043
3359,"Active","M6/7157A Northbound",-2.64651197111208,53.4815387190655
3360,"Active","M4/3412B Eastbound",-1.96397821336984,51.5466626924323
3361,"Active","A14/1204A Eastbound",0.378555623408746,52.2634725674869
3362,"Active","M25/5829A Clockwise",0.271627833395784,51.5196874555568
3363,"Active","M6/7092B Southbound",-2.5820074069757,53.438968528315
3364,NA,"NA NA",NA,NA
3365,"Inactive","M1/3120B Southbound",-1.04795310459092,52.2403384460801
3366,"Active","M4/3339A Westbound",-1.86662467988645,51.5505764782999
3367,"Inactive","M6/6693B Southbound",-2.33635919714532,53.138987658059
3368,"Inactive","M1/4252B Southbound",-1.32415821352892,53.1680041744625
3369,"Active","M62/1250B Westbound",-2.62262794814416,53.4198061511441
3370,"Active","M62/2006B Westbound",-1.72641186345142,53.7362653621953
3371,"Active","M4/3201A Westbound",-1.67607984514253,51.5256221378311
3372,"Inactive","M42/6616A Northbound",-1.65013139579748,52.5970062365704
3373,"Active","M1/4787B Southbound",-1.53026939266552,53.5569999141156
3374,"Active","M5/7046A Southbound",-1.97316071304171,52.5147476401321
3375,"Active","M25/4879B Anti-clockwise",-0.536177651686849,51.4359910647632
3376,"Active","M40/9058A Northbound",-1.20347630038654,51.9445817821499
3377,"Active","M4/3806A Westbound",-2.50717778968505,51.5050261837132
3378,"Active","A1M/9799B Southbound",-1.3817750048055,54.0199576170183
3379,"Inactive","M1/2737B Southbound",-0.615728290833867,52.0297016071963
3380,"Inactive","M1/3355A Northbound",-1.19194502440595,52.4272991477621
3381,"Active","M25/5121A Clockwise",-0.498095270615926,51.6514312299211
3382,"Inactive","M1/4561K Northbound",-1.35140022160346,53.3979023815857
3383,"Active","M6/7141M Southbound",-2.63218808298632,53.4698494939995
3384,"Active","M1/5003L Westbound",-1.5133876541366,53.7324634806161
3385,"Inactive","M23/3452B Northbound",-0.139705066688597,51.1387374755254
3386,"Active","M60/9127A Clockwise",-2.33075141769989,53.4394974210402
3387,"Active","M25/5410A Clockwise",-0.133919072825741,51.6885892025172
3388,"Active","A14/2071A Eastbound",1.32350161400042,51.9838593949159
3389,"Active","M1/3549B Southbound",-1.19464101395819,52.5982298271285
3390,"Active","M5/7990A Southbound",-2.30295786331714,51.7844052924751
3391,"Active","M62/1682B Westbound",-2.10930697341681,53.6022807338834
3392,"Active","A168/9010J Northbound",-1.43594117336242,54.1486737810944
3393,"Active","M6/5953A Northbound",-1.99722196754939,52.5650041703111
3394,"Inactive","M6/5506A Northbound",-1.43251505048391,52.4382461647645
3395,"Inactive","A14/0387A Eastbound",-0.667315492205729,52.379186608554
3396,"Inactive","M4/2262B Eastbound",-0.470953918902713,51.4951830411951
3397,"Active","M4/3325J Westbound",-1.84967157533474,51.5439022319108
3398,"Active","A1M/9812B Southbound",-1.38473419482374,54.0314590695698
3399,"Inactive","M1/3906A Northbound",-1.30417866547573,52.8893737947776
3400,"Active","M62/2182B Westbound",-1.48603580441578,53.7279720353468
3401,"Active","M25/5071B Anti-clockwise",-0.528617207944011,51.6056967993431
3402,"Active","M62/1669A Eastbound",-2.1280530501017,53.5948916017905
3403,"Active","M62/2048B Westbound",-1.6723343948734,53.7425654662793
3404,"Active","M62/2159J Eastbound",-1.51841992767605,53.7324927813
3405,"Active","M25/5015B1 Anti-clockwise",-0.52385581541866,51.5512346073846
3406,"Inactive","M20/6491B Westbound",0.413055925515498,51.3113714301811
3407,"Active","M1/2357A Northbound",-0.395677887596388,51.7394323329139
3408,"Inactive","M1/3889B Southbound",-1.30975647131162,52.8750410559715
3409,"Active","M5/7233A Southbound",-2.04830522907953,52.3758071657793
3410,"Active","M69/8099J Northbound",-1.36588823530456,52.5141523737871
3411,"Inactive","M4/2569K Westbound",-0.851823239241316,51.4320899247465
3412,"Inactive","M1/3261B Southbound",-1.15342673296353,52.3465922105792
3413,"Active","M25/4139B Anti-clockwise",0.194495675611473,51.3898027609863
3414,"Active","M25/5618B Anti-clockwise",0.149361052758739,51.670177085733
3415,"Active","M4/3670A Westbound",-2.31606044378496,51.5059221616583
3416,"Inactive","M5/7076B Northbound",-2.00730131171363,52.5026678869702
3417,"Active","M25/5637A Clockwise",0.170358324551693,51.6598359312912
3418,"Active","M69/8105K Northbound",-1.35767790944181,52.5163466887068
3419,"Active","M25/4306A Clockwise",0.08551879011254,51.2775990399212
3420,"Active","M25/4086M Anti-clockwise",0.238725117563273,51.4280597647695
3421,"Active","A1M/9392B Southbound",-1.27706334496039,53.7035080355043
3422,"Active","M1/4691A Northbound",-1.46627298764477,53.4829727388626
3423,"Active","M60/9128B Anti-clockwise",-2.33212383945038,53.4398261740842
3424,"Inactive","A2/8397B Westbound",0.387699111700792,51.4077347158197
3425,"Inactive","M5/9073B Northbound",-3.06701222233462,51.0131332219404
3426,"Active","M25/4315A Clockwise",0.073169642793678,51.2752913018748
3427,"Active","M25/4440B Anti-clockwise",-0.09683703087205,51.2578273395404
3428,"Inactive","A11/0895A Northbound",0.312334031922334,52.2179296742717
3429,"Active","M4/3737B Eastbound",-2.41091115010081,51.4979579288268
3430,"Active","M1/5134B Southbound",-1.40909923011982,53.8005384619502
3431,"Active","M25/5221A Clockwise",-0.396562069829821,51.7144102425463
3432,"Active","M25/5101A Clockwise",-0.514112911921948,51.6346036653901
3433,"Active","M25/5652B Anti-clockwise",0.18959234750105,51.6535976729742
3434,"Active","M5/8338B Northbound",-2.58718493507606,51.5396031378226
3435,"Active","M1/3339B Southbound",-1.18314326909164,52.4141306926042
3436,"Active","M56/8080B Eastbound",-2.24236099478519,53.3980475237549
3437,"Active","M25/4490A Clockwise",-0.166512618483889,51.2684638846235
3438,"Active","A1M/7187A Northbound",-1.56884144451881,54.3025180655453
3439,"Inactive","M1/4344L Southbound",-1.32897273104479,53.2487444464356
3440,"Active","A14/1218L Westbound",0.39709741727445,52.2678724101076
3441,"Inactive","M2/8580B Westbound",0.576083862344102,51.3336200185064
3442,"Active","M6/5976A Northbound",-2.01413368458346,52.5807985913326
3443,"Active","M62/2179A Eastbound",-1.49039966425758,53.7280805522514
3444,"Inactive","M20/6511A Eastbound",0.439961871554139,51.3051476124631
3445,"Active","A14/1139L Westbound",0.318039496838215,52.2215046047572
3446,"Inactive","M4/2423B Eastbound",-0.687473335003053,51.5062234749523
3447,"Active","M1/2445M Southbound",-0.415757475667325,51.8133224139562
3448,"Active","M6/7501A Northbound",-2.63672675559587,53.7674754303023
3449,"Active","A14/1973B Westbound",1.21536848318017,52.0256284935731
3450,"Active","M25/5441A Clockwise",-0.091134288991597,51.6896906023341
3451,"Active","M2/8523A Eastbound",0.507999355966025,51.3374811300972
3452,"Inactive","M4/2264A Westbound",-0.476614254625195,51.4943574975144
3453,"Active","M1/4807A Northbound",-1.54126491167238,53.5732663493424
3454,"Inactive","M1/4545A Northbound",-1.32828476697519,53.3988536085749
3455,"Inactive","M1/3044L Southbound",-0.94822634187537,52.2109641504615
3456,"Active","A14/0443A Eastbound",-0.590370969462771,52.3926979217656
3457,"Active","M1/3765B Southbound",-1.27566893993915,52.7698392007677
3458,"Active","M4/3550B Eastbound",-2.149765790833,51.5116212813968
3459,"Active","A14/1139B Westbound",0.318222498154416,52.2216448874699
3460,"Active","M56/8105B Eastbound",-2.27317576506657,53.3909968520099
3461,"Active","M1/2351A Northbound",-0.392479490990427,51.7344697710974
3462,"Inactive","M4/2580B Eastbound",-0.865092708858766,51.4260054556648
3463,"Active","M4/3148A Westbound",-1.60654165505132,51.5074718785046
3464,"Active","M25/5125K Clockwise",-0.495211396949843,51.6551440865431
3465,"Active","M67/8417A Eastbound",-2.12620564441735,53.4565268556831
3466,"Inactive","M5/7060B Northbound",-1.98539413250958,52.5061643496815
3467,"Active","M2/8550B Westbound",0.537780379361491,51.3255798144415
3468,"Active","M2/8815K Eastbound",0.886855500665324,51.3011878569473
3469,"Active","M25/5833B Anti-clockwise",0.269352750125434,51.5165479060269
3470,"Inactive","M4/2227B Eastbound",-0.421955261634514,51.4932205504634
3471,"Active","M6/7266A Northbound",-2.69983157503247,53.5660815374941
3472,"Active","M6/5784A Northbound",-1.79195119890748,52.509101661536
3473,"Active","M40/9484B Southbound",-1.55410866276102,52.2410138177948
3474,"Inactive","M1/4654J Northbound",-1.44563029447798,53.4527668589317
3475,"Active","M1/2461A Northbound",-0.418582911136214,51.8279183404702
3476,"Active","A1M/9710K Northbound",-1.3745094186962,53.9446385315859
3477,"Active","M1/2614B Southbound",-0.506143787299014,51.9511433665669
3478,"Active","M4/3143B Eastbound",-1.59907264985462,51.5064215581525
3479,"Active","M1/2366M Southbound",-0.403481922660396,51.745662515615
3480,"Active","M1/2629K Northbound",-0.52067497653852,51.9614964052607
3481,"Active","M62/1981L Westbound",-1.74485520796643,53.7171073694932
3482,"Active","M1/4049A Northbound",-1.23302553979959,53.00434245428
3483,"Active","M56/5098B Eastbound",-2.26885588719926,53.3973885772395
3484,"Active","M1/2542M Southbound",-0.469111216822697,51.8912597524404
3485,"Active","M27/9128J Eastbound",-1.45274893283721,50.9565746164391
3486,"Active","A1M/9796A Northbound",-1.38118581282945,54.0174919541144
3487,"Inactive","M1/3110A Northbound",-1.03571588996069,52.235330161035
3488,"Active","M25/5275B Anti-clockwise",-0.311021670417842,51.7110537884486
3489,"Active","M25/5225B Anti-clockwise",-0.390388691834223,51.7154137528502
